% Boys Enrolled,% Complete Primary Schools,% Girls Enrolled,% Primary Schools with single classroom,% Primary Schools with single teacher,All Four Facilities,Any One Facility,Any Three Facilities,Any Two Facilities,Area (km²),Bomb Blasts Occurred,"Boundary wall, Building condition satisfactory, Drinking water and 2 more (clusters)",Boundary wall,Building condition satisfactory,MeasureGroup 1 Measures,Color By Measure Value,Show Sheet,Table of Contents,Other Factors Measure Value,Analysis Level Selector,Color By Measure Name,Complete Primary Schools,Country,City,Drinking water,Drone attacks in Pakistan,Education score,Educational Budget Spend of GDP,Electricity,Enrolment score,Gender parity score,Global Terrorism Index - Pakistan,Learning score,MeasureGroup 2 Measures,No Facility,Number of Records,Number of primary schools as % of total schools,Number of primary schools,Number of secondary schools as % of total schools,Number of secondary schools,Pakistan Economic Growth,Population,Primary Schools with single classroom,Primary Schools with single teacher,Province,Retention score,School infrastructure score,Terrorist Attacks Affectees,Toilet,Total number of schools,Year
94.20%,0.194063927,5.80%,0.235159817,0.570776256,16.70%,10.92%,41.97%,30.41%,3293,27,Cluster 1,56.07425743,15.79475309,55.8,55.8,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",Balochistan,Gender parity score,85,Pakistan,Killa Abdullah,50.88613861,19,45.63,2.62%,31.77227723,35.57,55.8,9.37,53.805,45.63,0.00%,1,0.857142857,438,0.142857143,73,4.10%,370269,103,250,Balochistan,37.36,38.7,5496,38.96039604,511,2014
75.10%,0.03142329,24.91%,0.336414048,0.632162662,13.09%,26.36%,23.82%,36.73%,6831,27,Cluster 1,49.71653543,29.06619048,74.905,74.905,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",Balochistan,Gender parity score,17,Pakistan,Killa Saifullah,72.92519685,19,66.095,2.62%,37.57086614,61.795,74.905,9.37,65.015,66.095,0.00%,1,0.892739274,541,0.107260726,65,4.10%,193553,182,342,Balochistan,62.68,46.305,5496,42.23622047,606,2014
88.30%,0,11.70%,0.202970297,0.824257426,19.41%,16.48%,15.80%,48.31%,7610,27,Cluster 1,38.39348371,33.27186352,61.7,61.7,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",Balochistan,Gender parity score,0,Pakistan,Kohlu,53.31203008,19,63.68,2.62%,19.64661654,73.515,61.7,9.37,59.575,63.68,0.00%,1,0.905829596,404,0.094170404,42,4.10%,99846,82,333,Balochistan,59.94,35,5496,30.39348371,446,2014
67.19%,0.362934363,32.81%,0.185328185,0.451737452,18.09%,11.52%,32.62%,37.77%,15153,27,Cluster 1,52.14255765,27.87359833,82.81,82.81,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",Balochistan,Gender parity score,188,Pakistan,Lasbela,62.57651992,19,59.225,2.62%,38.6278826,42.87,82.81,9.37,50.08,59.225,0.00%,1,0.854785479,518,0.145214521,88,4.10%,312695,96,234,Balochistan,61.14,47.315,5496,55.36897275,606,2014
73.72%,0,26.28%,0.409657321,0.660436137,28.81%,9.71%,28.35%,33.13%,9830,27,Cluster 1,49.37815126,38.99146962,76.28,76.28,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",Balochistan,Gender parity score,0,Pakistan,Loralai,56.34033613,19,59.835,2.62%,48.20588235,51.825,76.28,9.37,53.03,59.835,0.00%,1,0.887966805,642,0.112033195,81,4.10%,295555,263,424,Balochistan,58.215,48.56,5496,49.87815126,723,2014
70.85%,0.392739274,29.16%,0.165016502,0.442244224,20.40%,7.93%,31.44%,40.23%,5896,27,Cluster 1,76.22508591,35.20935374,79.155,79.155,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",Balochistan,Gender parity score,119,Pakistan,Mastung,39.02749141,19,60.83,2.62%,32.32646048,64.02,79.155,9.37,44.85,60.83,0.00%,1,0.801587302,303,0.198412698,75,4.10%,179784,50,134,Balochistan,55.285,48.045,5496,57.43298969,378,2014
79.68%,0,20.32%,0.378787879,0.78030303,21.60%,3.14%,50.87%,24.39%,5728,27,Cluster 1,48.6434263,20.69996063,70.32,70.32,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",Balochistan,Gender parity score,0,Pakistan,Musakhail,30.54581673,19,48.885,2.62%,19.19123506,32.71,70.32,9.37,49.115,48.885,0.00%,1,0.868421053,264,0.131578947,40,4.10%,134056,100,206,Balochistan,43.39,30.63,5496,34.06972112,304,2014
100.00%,0,0.00%,0.35619469,0.685840708,24.84%,20.22%,22.20%,32.75%,3387,27,Cluster 1,47.40361446,14.04784689,49.525,49.525,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",Balochistan,Gender parity score,0,Pakistan,Nasirabad,69.75301205,19,58.61,2.62%,61.31927711,68.6,49.525,9.37,67.235,58.61,0.00%,1,0.88976378,452,0.11023622,56,4.10%,245894,161,310,Balochistan,49.09,44.735,5496,31.14457831,508,2014
64.33%,0.524096386,35.67%,0.078313253,0.397590361,80.47%,0.00%,17.21%,2.33%,5797,27,Cluster 1,21.58441558,48.7607947,85.67,85.67,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",Balochistan,Gender parity score,87,Pakistan,Nushki,60.87662338,19,61.795,2.62%,47.81168831,47.3,85.67,9.37,49.49,61.795,0.00%,1,0.697478992,166,0.302521008,72,4.10%,137500,13,66,Balochistan,64.73,39.06,5496,16.26623377,238,2014
76.96%,0.595611285,23.05%,0.103448276,0.300940439,7.30%,9.19%,42.97%,40.54%,16891,27,Cluster 1,64.3943662,31.85737589,73.045,73.045,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",Balochistan,Gender parity score,190,Pakistan,Panjgur,68.78873239,19,58.19,2.62%,28.02112676,97,73.045,9.37,50.965,58.19,0.00%,1,0.811704835,319,0.188295165,74,4.10%,234051,33,96,Balochistan,60.245,46.325,5496,38.54225352,393,2014
72.73%,0.145102781,27.27%,0.338573156,0.516324063,34.47%,12.42%,30.29%,22.81%,7819,27,Cluster 1,60.46264744,29.23853403,77.27,77.27,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",Balochistan,Gender parity score,120,Pakistan,Pishin,63.61271298,19,63.155,2.62%,27.64285714,44.515,77.27,9.37,73.85,63.155,0.00%,1,0.838742394,827,0.161257606,159,4.10%,367183,280,427,Balochistan,57.005,44.005,5496,39.06749672,986,2014
58.33%,0.751282051,41.68%,0.094871795,0.153846154,42.91%,3.54%,37.99%,15.55%,2653,27,Cluster 2,85.53295129,42.98417293,91.675,91.675,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",Balochistan,Gender parity score,293,Pakistan,Quetta,56.48424069,19,75.31,2.62%,47.17765043,69.59,91.675,9.37,66.565,75.31,0.00%,1,0.681818182,390,0.318181818,182,4.10%,744802,37,60,Balochistan,73.41,58.58,5496,60.7034384,572,2014
95.53%,0.012195122,4.48%,0.237804878,0.75,20.96%,7.78%,44.31%,26.95%,0,27,Cluster 1,51.56451613,35.19468354,54.475,54.475,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",Balochistan,Gender parity score,2,Pakistan,Sherani,36.82258065,19,50.535,2.62%,25.16129032,44.82,54.475,9.37,52.66,50.535,0.00%,1,0.891304348,164,0.108695652,20,4.10%,0,39,123,Balochistan,50.195,40.5,5496,53.75806452,184,2014
62.79%,0.368932039,37.21%,0.276699029,0.354368932,58.26%,3.67%,18.35%,19.72%,7796,27,Cluster 1,60.18932039,26.23402439,87.21,87.21,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",Balochistan,Gender parity score,76,Pakistan,Sibi,57.57281553,19,64.12,2.62%,51.13592233,59.505,87.21,9.37,43.205,64.12,0.00%,1,0.78030303,206,0.21969697,58,4.10%,180398,57,73,Balochistan,66.55,48.805,5496,48.89320388,264,2014
84.71%,0.174193548,15.30%,0.2,0.625806452,27.33%,0.58%,66.86%,5.23%,29510,27,Cluster 1,45.0106383,45.71428571,65.295,65.295,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",Balochistan,Gender parity score,27,Pakistan,Washuk,54.84042553,19,38.835,2.62%,28.5,53.36,65.295,9.37,33,38.835,0.00%,1,0.824468085,155,0.175531915,33,4.10%,118171,31,97,Balochistan,46.875,41.395,5496,32.91843972,188,2014
86.78%,0.152027027,13.22%,0.165540541,0.682432432,15.24%,6.10%,36.89%,41.77%,20297,27,Cluster 1,41.95683453,34.71400356,63.22,63.22,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",Balochistan,Gender parity score,45,Pakistan,Zhob,38,19,38.41,2.62%,22.87410072,48.35,63.22,9.37,39.88,38.41,0.00%,1,0.848137536,296,0.151862464,53,4.10%,275142,49,202,Balochistan,46.305,32.19,5496,23.41726619,349,2014
72.32%,0.178082192,27.69%,0.296803653,0.525114155,6.59%,30.23%,18.22%,44.96%,1489,27,Cluster 1,35.94470046,28.57142857,77.685,77.685,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",Balochistan,Gender parity score,39,Pakistan,Ziarat,16.58986175,19,41.745,2.62%,1.382488479,69.44,77.685,9.37,57.8,41.745,0.00%,1,0.829545455,219,0.170454545,45,4.10%,33340,65,115,Balochistan,25.685,21.38,5496,24.42396313,264,2014
75.68%,0.908560311,24.33%,0.007782101,0.083657588,17.45%,23.83%,13.26%,20.97%,,27,Cluster 1,66.19343066,9.538406193,74.325,74.325,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",FATA,Gender parity score,467,Pakistan,Bajaur Agency,36.32116788,19,66.27,2.62%,35.37591241,70.345,74.325,9.37,77.935,66.27,24.50%,1,0.856666667,514,0.143333333,86,4.10%,,4,43,FATA,42.48,36.56,5496,35.37226277,600,2014
64.83%,0.917378917,35.17%,0,0.082621083,20.44%,23.40%,28.57%,16.01%,1227,27,Cluster 1,88,13.18004983,85.17,85.17,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",FATA,Gender parity score,322,Pakistan,FR Bannu,50.87288136,19,56.51,2.62%,67.03389831,57.54,85.17,9.37,47.065,56.51,11.58%,1,0.851941748,351,0.148058252,61,4.10%,675667,0,29,FATA,36.255,51.65,5496,39.16101695,412,2014
95.51%,0.886363636,4.50%,0.015151515,0.098484848,15.79%,26.97%,11.84%,18.42%,,27,Cluster 1,77.08333333,30.0652459,54.495,54.495,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",FATA,Gender parity score,117,Pakistan,FR DI Khan,39.08333333,19,37.12,2.62%,64.83333333,40.26,54.495,9.37,37.65,37.12,26.97%,1,0.851612903,132,0.148387097,23,4.10%,,2,13,FATA,16.06,50.98,5496,43.83333333,155,2014
100.00%,0.945578231,0.00%,0.020408163,0.034013605,15.68%,28.11%,18.38%,21.08%,,27,Cluster 1,67.67857143,12.2937931,38.15,38.15,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",FATA,Gender parity score,139,Pakistan,FR Kohat,31.75,19,30.71,2.62%,52.96428571,52,38.15,9.37,47.17,30.71,16.76%,1,0.794594595,147,0.205405405,38,4.10%,,3,5,FATA,35.105,40.385,5496,37.25,185,2014
70.88%,0.979166667,29.13%,0,0.020833333,15.89%,32.71%,10.28%,26.17%,,27,Cluster 1,78.36585366,5.357142857,79.125,79.125,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",FATA,Gender parity score,94,Pakistan,FR Lakki Marwat,32.02439024,19,60.42,2.62%,20.86585366,70.36,79.125,9.37,49.915,60.42,14.95%,1,0.834782609,96,0.165217391,19,4.10%,,0,2,FATA,42.275,35.25,5496,39.63414634,115,2014
86.84%,0.953333333,13.17%,0.013333333,0.033333333,40.00%,6.67%,24.44%,19.44%,,27,Cluster 1,82.34375,1.171875,63.165,63.165,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",FATA,Gender parity score,143,Pakistan,FR Peshawar,63.953125,19,54.355,2.62%,59.21875,80.575,63.165,9.37,22,54.355,9.44%,1,0.824175824,150,0.175824176,32,4.10%,,2,5,FATA,51.695,50.915,5496,47.875,182,2014
74.92%,0.830687831,25.09%,0.026455026,0.142857143,26.29%,20.19%,19.72%,22.54%,,27,Cluster 1,82.61111111,4.658385093,75.085,75.085,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",FATA,Gender parity score,157,Pakistan,FR Tank,54.5,19,69.1,2.62%,64.2345679,84.355,75.085,9.37,49.815,69.1,11.27%,1,0.828947368,189,0.171052632,39,4.10%,,5,27,FATA,67.15,52.4,5496,56,228,2014
95.95%,0.913043478,4.06%,0.00621118,0.080745342,41.73%,10.11%,22.43%,14.52%,,27,Cluster 1,52.46264368,40.77659772,54.055,54.055,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",FATA,Gender parity score,588,Pakistan,Khyber Agency,34.77298851,19,47.945,2.62%,42.28448276,47.68,54.055,9.37,52.485,47.945,11.21%,1,0.878581173,644,0.121418827,89,4.10%,,4,52,FATA,37.57,40.905,5496,34.21551724,733,2014
72.08%,0.906614786,27.93%,0.009727626,0.083657588,24.61%,15.94%,16.64%,16.64%,,27,Cluster 1,44.33870968,5.300515021,77.925,77.925,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",FATA,Gender parity score,466,Pakistan,Kurram Agency,41.29569893,19,45.975,2.62%,55.67204301,44,77.925,9.37,73.9,45.975,26.17%,1,0.829032258,514,0.170967742,106,4.10%,,5,43,FATA,47.035,36.865,5496,37.72043011,620,2014
67.12%,0.953535354,32.88%,0.002020202,0.044444444,15.26%,20.70%,15.44%,16.49%,,27,Cluster 1,51.66873706,2.338045267,82.88,82.88,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",FATA,Gender parity score,472,Pakistan,Mohmand Agency,28.88509317,19,51.745,2.62%,38.7505176,37.345,82.88,9.37,32.865,51.745,32.11%,1,0.831932773,495,0.168067227,100,4.10%,,1,22,FATA,53.895,30.505,5496,30.88509317,595,2014
66.07%,0.839416058,33.93%,0.077858881,0.082725061,47.12%,12.15%,21.96%,11.94%,,27,Cluster 2,78.94370861,61.28854139,83.93,83.93,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",FATA,Gender parity score,690,Pakistan,North Waziristan Agency,80.16887417,19,50.935,2.62%,76.62251656,35,83.93,9.37,82.13,50.935,6.82%,1,0.868004224,822,0.131995776,125,4.10%,,64,68,FATA,61.245,71.535,5496,60.65231788,947,2014
85.97%,0.937209302,14.03%,0.018604651,0.044186047,5.93%,18.61%,10.22%,19.43%,,27,Cluster 1,67.74038462,7.689096386,64.03,64.03,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",FATA,Gender parity score,403,Pakistan,Orakzai Agency,26.59134615,19,55.41,2.62%,32.55769231,59.38,64.03,9.37,49.995,55.41,45.81%,1,0.866935484,430,0.133064516,66,4.10%,,8,19,FATA,48.25,32.45,5496,27.67307692,496,2014
82.85%,0.917460317,17.15%,0.015873016,0.066666667,32.41%,12.45%,16.60%,18.97%,,27,Cluster 1,59.91587902,0.187969925,67.15,67.15,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",FATA,Gender parity score,578,Pakistan,South Waziristan Agency,32.85727788,19,46.19,2.62%,41.49149338,25,67.15,9.37,72.13,46.19,19.57%,1,0.847913863,630,0.152086137,113,4.10%,,10,42,FATA,69.035,34.86,5496,39.83931947,743,2014
80.43%,0.65625,19.57%,0.03125,0.3125,17.95%,17.95%,17.09%,19.66%,,27,Cluster 1,38.84375,50,69.57,69.57,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",GB,Gender parity score,42,Pakistan,Astor,34.59375,19,63.87,2.62%,30.25,79.36,69.57,9.37,41.83,63.87,27.35%,1,0.547008547,64,0.452991453,53,4.10%,,2,20,GB,64.715,42.59,5496,59.25,117,2014
92.98%,0,7.03%,0.378640777,0.67961165,9.21%,17.57%,37.24%,14.23%,,27,Cluster 1,55.66141732,30.1747482,57.025,57.025,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",GB,Gender parity score,0,Pakistan,Diamir,66.53543307,19,55.97,2.62%,61.02362205,39.335,57.025,9.37,87.335,55.97,21.76%,1,0.861924686,206,0.138075314,33,4.10%,,78,140,GB,40.18,53.875,5496,55.98031496,239,2014
63.05%,0.805970149,36.95%,0,0.194029851,15.83%,15.11%,26.62%,21.58%,6400,27,Cluster 1,59.24242424,18.96742718,86.95,86.95,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",GB,Gender parity score,54,Pakistan,Ghanchi,46.90909091,19,78.69,2.62%,65.48484849,83.825,86.95,9.37,69.18,78.69,20.86%,1,0.482014388,67,0.517985612,72,4.10%,88366,0,13,GB,74.805,44.845,5496,33.60606061,139,2014
66.86%,0.728813559,33.15%,0,0.271186441,49.12%,4.39%,30.70%,14.04%,9635,27,Cluster 2,61.04761905,48.5060241,83.145,83.145,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",GB,Gender parity score,43,Pakistan,Ghizer,87.47619048,19,59.095,2.62%,85.88888889,52.565,83.145,9.37,50.035,59.095,1.75%,1,0.51754386,59,0.48245614,55,4.10%,120218,0,16,GB,50.645,70.265,5496,68.3968254,114,2014
62.74%,0.818181818,37.27%,0.012987013,0.168831169,52.11%,8.45%,16.90%,21.13%,3800,27,Cluster 2,81.14285714,67.25916667,87.265,87.265,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",GB,Gender parity score,63,Pakistan,Gilgit,73.5,19,70.02,2.62%,82.78571429,61.24,87.265,9.37,53.08,70.02,1.41%,1,0.542253521,77,0.457746479,65,4.10%,243324,1,13,GB,78.475,75.58,5496,73.21428571,142,2014
54.16%,0.926829268,45.85%,0,0.073170732,57.58%,4.04%,23.23%,12.12%,15700,27,Cluster 2,76.45652174,42.73368421,95.845,95.845,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",GB,Gender parity score,38,Pakistan,Hunza Nagar,89.30434783,19,81.405,2.62%,51,63.305,95.845,9.37,70.095,81.405,3.03%,1,0.414141414,41,0.585858586,58,4.10%,0,0,3,GB,96.37,70.98,5496,95.41304348,99,2014
74.44%,0.713780919,25.57%,0.017667845,0.268551237,22.12%,11.76%,21.88%,17.65%,15000,27,Cluster 1,51.05223881,10.71611285,75.565,75.565,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",GB,Gender parity score,202,Pakistan,Skardu,40.08208955,19,71.755,2.62%,38.58955224,60.8,75.565,9.37,71.915,71.755,26.59%,1,0.665882353,283,0.334117647,142,4.10%,214848,5,76,GB,78.735,35.655,5496,37.8358209,425,2014
60.22%,0.994764398,39.78%,0.005235602,0,88.49%,0.26%,11.00%,0.26%,906,27,Cluster 2,99.47643979,85.3562766,89.78,89.78,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",ICT,Gender parity score,190,Pakistan,Islamabad,93.92931937,19,72.98,2.62%,99.47643979,62.01,89.78,9.37,65.8,72.98,0.00%,1,0.488491049,191,0.511508951,200,4.10%,1829180,1,0,ICT,74.33,95.595,5496,99.7382199,391,2014
81.65%,0.63282795,18.36%,0.177323665,0.189848385,23.05%,12.98%,26.79%,22.61%,1967,27,Cluster 2,64.72682016,70.59149562,68.355,68.355,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",KP,Gender parity score,960,Pakistan,Abbottabad,75.89390168,19,73.26,2.62%,52.96141879,72.715,68.355,9.37,71.28,73.26,14.58%,1,0.830777656,1517,0.169222344,309,4.10%,880666,269,288,KP,80.69,68.915,5496,80.3851898,1826,2014
75.69%,0.634894992,24.31%,0.085621971,0.279483037,59.96%,5.41%,17.25%,10.90%,,27,Cluster 2,98.59324759,99.57035714,74.31,74.31,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",KP,Gender parity score,786,Pakistan,Bannu,99.91961415,19,62.845,2.62%,99.87942122,55.225,74.31,9.37,59.345,62.845,6.48%,1,0.826987308,1238,0.173012692,259,4.10%,,106,346,KP,62.49,98.6,5496,95.01607717,1497,2014
79.57%,0.479395604,20.43%,0.309065934,0.211538462,9.91%,15.30%,21.91%,23.62%,1301,27,Cluster 1,44.3457223,49.24369535,70.43,70.43,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",KP,Gender parity score,349,Pakistan,Batagram,36.68092567,19,50.045,2.62%,15.97896213,47,70.43,9.37,55.675,50.045,29.25%,1,0.891064871,728,0.108935129,89,4.10%,307278,225,154,KP,27.07,41.375,5496,60.6115007,817,2014
85.68%,0.742301459,14.33%,0.084278768,0.173419773,51.15%,5.37%,25.32%,13.81%,1865,27,Cluster 2,89.8263328,90.58184819,64.325,64.325,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",KP,Gender parity score,458,Pakistan,Buner,69.05250404,19,60.375,2.62%,63.33279483,55.215,64.325,9.37,53.135,60.375,4.35%,1,0.789002558,617,0.210997442,165,4.10%,506048,52,107,KP,68.825,80.105,5496,87.72617124,782,2014
83.73%,0.873126873,16.27%,0.026973027,0.0999001,68.49%,1.55%,21.36%,7.94%,996,27,Cluster 2,98.2330468,73.9439521,66.27,66.27,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",KP,Gender parity score,874,Pakistan,Charsadda,91.97994269,19,62.645,2.62%,80.31088825,61.48,66.27,9.37,53.795,62.645,0.65%,1,0.817810458,1001,0.182189542,223,4.10%,1022364,27,100,KP,69.035,88.16,5496,96.32282713,1224,2014
86.90%,0.426829268,13.10%,0.254573171,0.318597561,28.08%,9.89%,30.65%,20.51%,14850,27,Cluster 2,69.53120125,88.74883412,63.1,63.1,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",KP,Gender parity score,280,Pakistan,Chitral,75.82527301,19,68.985,2.62%,51.94461779,67.57,63.1,9.37,64.415,68.985,10.87%,1,0.800976801,656,0.199023199,163,4.10%,318689,167,209,KP,80.845,73.65,5496,82.18330733,819,2014
77.42%,0.728375101,22.59%,0.09135004,0.180274859,43.89%,7.66%,24.13%,18.43%,7326,27,Cluster 2,82.3515625,84.36850921,72.585,72.585,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",KP,Gender parity score,901,Pakistan,Dera Ismail Khan,79.6015625,19,62.445,2.62%,68.984375,43.39,72.585,9.37,62.775,62.445,5.89%,1,0.78340722,1237,0.21659278,342,4.10%,852995,113,223,KP,71.05,80.335,5496,86.375,1579,2014
74.45%,0.655487805,25.56%,0.100609756,0.243902439,40.50%,5.50%,25.50%,23.75%,1597,27,Cluster 2,90.05555556,79.17897436,75.555,75.555,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",KP,Gender parity score,215,Pakistan,Hangu,76.60493827,19,66.85,2.62%,65.58641975,56.145,75.555,9.37,62.165,66.85,4.75%,1,0.82,328,0.18,72,4.10%,614529,33,80,KP,73.54,80.61,5496,91.62962963,400,2014
81.64%,0.675954592,18.36%,0.145510836,0.178534572,48.26%,6.64%,18.79%,14.74%,1725,27,Cluster 2,74.60894942,85.21641939,68.36,68.36,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",KP,Gender parity score,655,Pakistan,Haripur,67.48054475,19,61.4,2.62%,68.21595331,58.165,68.36,9.37,55.385,61.4,11.58%,1,0.784615385,969,0.215384615,266,4.10%,692228,141,173,KP,63.68,75.53,5496,82.1381323,1235,2014
73.20%,0.871299871,26.80%,0.051480051,0.077220077,30.25%,12.29%,28.78%,20.06%,3372,27,Cluster 2,87.43506494,92.36633858,76.8,76.8,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",KP,Gender parity score,677,Pakistan,Karak,55.64285714,19,66.38,2.62%,62.04545455,52.165,76.8,9.37,57.695,66.38,8.61%,1,0.814465409,777,0.185534591,177,4.10%,430796,40,60,KP,78.86,75.755,5496,81.28571429,954,2014
100.00%,0.897590361,0.00%,0.018072289,0.084337349,62.46%,1.31%,26.10%,10.13%,2545,27,Cluster 2,99.7723824,89.45544892,48.045,48.045,Year on Year Change,What are these scores? How they are Derived?,"5,496.00",KP,Gender parity score,596,Pakistan,Kohat,90.22003035,19,49.795,2.62%,83.8292868,43.62,48.045,9.37,62.035,49.795,0.00%,1,0.788598575,664,0.211401425,178,4.10%,562644,12,56,KP,45.48,92.64,5496,99.92412747,842,2014
